it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,heading,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,heading,top_features,Comfort & Convenience - Comfort,Interior - Interior,Exterior - Exterior,Safety - Safety,Entertainment & Communication - Entertainment,heading,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Engine and Transmission - Color,Engine and Transmission - Engine Type,Engine and Transmission - Displacement,Engine and Transmission - Max Power,Engine and Transmission - Max Torque,Engine and Transmission - No of Cylinder,Engine and Transmission - Values per Cylinder,Engine and Transmission - Value Configuration,Engine and Transmission - Fuel Suppy System,Engine and Transmission - Turbo Charger,Engine and Transmission - Super Charger,Dimensions & Capacity - Length,Dimensions & Capacity - Width,Dimensions & Capacity - Height,Dimensions & Capacity - Wheel Base,Dimensions & Capacity - Front Tread,Dimensions & Capacity - Rear Tread,Dimensions & Capacity - Kerb Weight,Miscellaneous - Gear Box,Miscellaneous - Drive Type,Miscellaneous - Seating Capacity,Miscellaneous - Steering Type,Miscellaneous - Turning Radius,Miscellaneous - Front Brake Type,Miscellaneous - Rear Brake Type,Miscellaneous - Top Speed,Miscellaneous - Acceleration,Miscellaneous - Tyre Type,Miscellaneous - Alloy Wheel Size,Miscellaneous - No Door Numbers,Miscellaneous - Cargo Volumn,Dimensions & Capacity - Gross Weight,Engine and Transmission - BoreX Stroke,Engine and Transmission - Compression Ratio,Dimensions & Capacity - Ground Clearance Unladen,city
0,Petrol,Hatchback,"70,000",Automatic,1,1st Owner,Tata,Tata Tiago,2018,5653,1.2 Revotron XZA,₹ 5.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2013,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",RJ14,Third Owner,1396 cc,Manual,2013.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Multifunction Steering Wheel","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Power Antenna, Outside Rear View Mirror Turn Indicators","Anti Lock Braking System, Centeral Locking, Anti Theft Alarm, Driver Air Bag, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor, Ebd, Rear Camera","Cd Player, Radio, Speakers Front, Speakers Rear",Specifications,21.9 kmpl,1396 CC,88.76bhp,219.6Nm,14,5,Others,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,219.6Nm@1750-2750rpm,4.0,4.0,DOHC,CRDI,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1140,6 Speed,FWD,5,Power,,Disc,Disc,,,"Tubeless,Radial",14,5,,,,,,jaipur
0,Petrol,Hatchback,"33,730",Manual,1,1st Owner,Datsun,Datsun RediGO,2021,7846,1.0 T Option,₹ 4.66 Lakh,₹ 4.89 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2017,Third Party insurance,Diesel,5 Seats,"1,20,000 Kms",RJ14,First Owner,1248 cc,Manual,2017.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Height Adjustable Front Seat Belts, Cup Holders Front, Multifunction Steering Wheel, Gear Shift Indicator","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Integrated Antenna, Outside Rear View Mirror Turn Indicators, Halogen Headlamps","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Ebd, Anti Theft Device, Speed Sensing Auto Door Lock, Pretensioners And Force Limiter Seatbelts, No Of Airbags","Cd Player, Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,22.95 kmpl,1248 CC,74bhp,190Nm,,5,Others,Quadrajet Engine,1248,74bhp@4000rpm,190Nm@1750-3000rpm,4.0,4.0,DOHC,CRDi,Yes,No,3995mm,1706mm,1570mm,2470mm,,,1155kg,5 Speed,FWD,5,Power,5.1 metres,Disc,Drum,158 Kmph,15 Seconds,"Tubeless,Radial",,4,390,,,,,jaipur
0,Petrol,Hatchback,"51,113",Manual,1,1st Owner,Renault,Renault KWID,2020,7191,Climber 1.0 MT Opt BSIV,₹ 4.57 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Oct 2011,Comprehensive,Petrol,5 Seats,"53,165 Kms",HR26,First Owner,1197 cc,Automatic,2011.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Vanity Mirror, Rear Seat Headrest, Cup Holders Front, Seat Lumbar Support","Air Conditioner, Heater, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Height Adjustable Driver Seat","Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Wheel Covers, Power Antenna, Chrome Grille","Centeral Locking, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer","Cd Player, Radio, Speakers Front, Integrated2Din Audio, Usb Auxiliary Input",Specifications,16.95 kmpl,1197 CC,78.9bhp,111.8Nm,13,5,Grey,DOHC Kappa2 Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,DOHC ,MPFI,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,990,4-Speed,FWD,5,Power,,Ventilated Disc,Drum,,,"Tubeless,Radial",13,4,,,71 x 75.6 mm,10.5:1,,jaipur
0,Diesel,Hatchback,"40,000",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2013,1953,Diesel Comfortline 1.2L,₹ 3.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Oct 2020,Comprehensive,Diesel,5 Seats,"13,500 Kms",RJ45,First Owner,1995 cc,Automatic,2020.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Changer","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Voice Control, Steering Wheel Gearshift Paddles, Tailgate Ajar, Lane Change Indicator, Drive Modes, Remote Climate Control, Adjustable Headrest","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Cigarette Lighter, Driving Experience Control Eco, Height Adjustable Driver Seat, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Automatic Driving Lights, Heated Wing Mirror, LEDDRLs, LEDHeadlights, LEDFog Lamps, Cornering Headlamps","Anti Lock Braking System, Brake Assist, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Side Air Bag Front, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Xenon Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Tyre Pressure Monitor, Crash Sensor, Automatic Head Lamps, Ebd, Anti Theft Device, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Hill Assist, Impact Sensing Auto Door Lock, View360Camera, No Of Airbags, Eletronic Stability Control","Cd Changer, Radio, Audio System Remote Control, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Touch Screen, Internal Storage, Number Of Speaker, Rear Entertainment System, Apple Car Play",Specifications,20.37 kmpl,1995 CC,187.74bhp,400Nm,R18,5,Black,TwinPower Turbo Inline 4 Cylinder Engine,1995,187.74bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,,CRDi,Twin,No,4936mm,2126mm,1466mm,2975mm,1605mm,1630mm,1660,8-Speed Steptronic,RWD,5,Power,5.6,Ventilated Disc,Ventilated Disc,235kmph,7.5,"Tubeless, Runflat",R18,4,520-litres,,,,,jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2009,4339,LXI Minor,₹ 2.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Nov 2020,Comprehensive,Diesel,5 Seats,"44,210 Kms",HP38,First Owner,2993 cc,Automatic,2020.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Voice Control, Tailgate Ajar, Gear Shift Indicator, Luggage Hook And Net, Lane Change Indicator, Drive Modes","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Cigarette Lighter, Driving Experience Control Eco, Height Adjustable Driver Seat, Ventilated Seats, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Sun Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Automatic Driving Lights","Anti Lock Braking System, Brake Assist, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Side Air Bag Front, Day Night Rear View Mirror, Passenger Side Rear View Mirror, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Tyre Pressure Monitor, Crash Sensor, Automatic Head Lamps, Ebd, Follow Me Home Headlamps, Rear Camera, Anti Theft Device, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Blind Spot Monitor, Hill Descent Control, Hill Assist, View360Camera","Cd Player, Dvd Player, Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Touch Screen, Internal Storage, Number Of Speaker, Rear Entertainment System",Specifications,16.77 kmpl,2993 CC,261.49bhp,620Nm,19,5,Black,TwinPower Turbo Inline 6 Cylinder Engine,2993,261.49bhp@4000rpm,620Nm@2000-2500rpm,6.0,4.0,DOHC,CRDi,Yes,No,5238mm,1902mm,1479mm,3210mm,1618mm,1650mm,"1,965",8 Speed,AWD,5,Power,6.25m,Disc,Disc,250 kmph,6.35 Seconds,Run-Flat,19,4,515,,,,,jaipur
0,Diesel,SUV,"60,000",Automatic,1,1st Owner,BMW,BMW X1,2020,338,sDrive 20d xLine,₹ 38 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Aug 2017,Comprehensive,Diesel,5 Seats,"63,255 Kms",RJ45,First Owner,1984 cc,Automatic,2017.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Navigation System, Engine Start Stop Button, Glove Box Cooling, Voice Control","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Outside Temperature Display, Driving Experience Control Eco, Height Adjustable Driver Seat, Ventilated Seats","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Tinted Glass, Sun Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Chrome Garnish, Automatic Driving Lights","Anti Lock Braking System, Brake Assist, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Side Air Bag Front, Side Air Bag Rear, Passenger Side Rear View Mirror, Xenon Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Tyre Pressure Monitor, Crash Sensor, Automatic Head Lamps, Ebd, Follow Me Home Headlamps, Rear Camera, Anti Theft Device, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Hill Assist, No Of Airbags","Cd Player, Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Touch Screen, Number Of Speaker",Specifications,18.19 kmpl,1984 CC,174.5bhp,350Nm,17,5,Brown,Diesel Engine,1984,174.5bhp@3600-4000rpm,350Nm@1500-3500rpm,4.0,4.0,DOHC,Direct Injection,Yes,No,4861mm,1864mm,1483mm,2841mm,,,1565kg,6 Speed,FWD,5,Power,5.5 metres,Disc,Disc,,,"Tubeless,Radial",17,5,625,2060kg,,,110mm,jaipur
0,Petrol,Hatchback,"64,500",Manual,1,1st Owner,Maruti,Maruti Wagon R,2014,6740,VXI,₹ 3.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,Jun 2015,Third Party insurance,Diesel,5 Seats,"79,215 Kms",DL12,First Owner,1248 cc,Manual,2015.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking","Power Steering, Power Windows Front, Remote Trunk Opener, Remote Fuel Lid Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Rear Seat Headrest, Cup Holders Front","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock","Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Tinted Glass","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Passenger Side Rear View Mirror, Halogen Headlamps, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Crash Sensor, Anti Theft Device",,Specifications,26.59 kmpl,1248 CC,74bhp,190Nm,,5,Grey,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,Yes,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,1045kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,169 Kmph,13.8 Seconds,"Tubeless,Radial",,4,320-liters,1505kg,69.6 X 82 mm,17.6:1,,jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2020,6771,VXI Opt,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2023,Third Party insurance,Petrol,5 Seats,200 Kms,,First Owner,1497 cc,Automatic,2023.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio","Power Steering, Power Windows Front, Power Windows Rear, Air Quality Control, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Rear, Seat Lumbar Support, Multifunction Steering Wheel, Cruise Control, Rear ACVents, Smart Access Card Entry, Engine Start Stop Button, Glove Box Cooling, Voice Control, Steering Wheel Gearshift Paddles, Battery Saver, Lane Change Indicator, Remote Engine Start Stop, Adjustable Headrest, Power Boot, Hands Free Tailgate","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Leather Seats, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat, Ventilated Seats, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Sun Roof, Moon Roof, Outside Rear View Mirror Turn Indicators, Chrome Grille, Roof Rail, LEDDRLs, LEDHeadlights, LEDTaillights","Anti Lock Braking System, Centeral Locking, Power Door Locks, Child Safety Locks, Driver Air Bag, Passenger Air Bag, Side Air Bag Front, Passenger Side Rear View Mirror, Rear Seat Belts, Seat Belt Warning, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Engine Immobilizer, Engine Check Warning, Tyre Pressure Monitor, Crash Sensor, Automatic Head Lamps, Ebd, Follow Me Home Headlamps, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Hill Assist, Impact Sensing Auto Door Lock, Speed Alert, No Of Airbags, Eletronic Stability Control","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Bluetooth, Touch Screen, Number Of Speaker, Touch Screen Size, Apple Car Play, Android Auto, Wireless Phone Charging",Specifications,,1497 CC,113.18bhp,143.8Nm,17,5,Black,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC,MPi,No,,4300mm,1790mm,1635mm,2610mm,,,1490,6-speed IVT,,5,Power,,Disc,Disc,,,"Tubeless, Radial",17,5,,,,,,jaipur
0,Diesel,SUV,"80,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,5929,2.0 Limited,₹ 14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2019,Third Party insurance,Petrol,5 Seats,"40,000 Kms",,First Owner,1197 cc,Manual,2019.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio","Power Steering, Power Windows Front, Power Windows Rear, Remote Trunk Opener, Low Fuel Warning Light, Accessory Power Outlet, Trunk Light, Vanity Mirror, Rear Reading Lamp, Rear Seat Headrest, Rear Seat Centre Arm Rest, Height Adjustable Front Seat Belts, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Cruise Control, Navigation System, Engine Start Stop Button, Voice Control, Lane Change Indicator","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Leather Steering Wheel, Glove Compartment, Digital Clock, Height Adjustable Driver Seat, Dual Tone Dashboard","Adjustable Head Lights, Fog Lights Front, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Rear Window Wiper, Rear Window Washer, Rear Window Defogger, Alloy Wheels, Integrated Antenna, Rear Spoiler, Outside Rear View Mirror Turn Indicators, Chrome Grille, Roof Rail","Anti Lock Braking System, Brake Assist, Centeral Locking, Child Safety Locks, Anti Theft Alarm, Driver Air Bag, Passenger Air Bag, Passenger Side Rear View Mirror, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Front Impact Beams, Vehicle Stability Control System, Traction Control, Adjustable Seats, Keyless Entry, Centrally Mounted Fuel Tank, Engine Immobilizer, Engine Check Warning, Crash Sensor, Automatic Head Lamps, Ebd, Rear Camera, Anti Theft Device, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Pretensioners And Force Limiter Seatbelts, Hill Assist, Impact Sensing Auto Door Lock, No Of Airbags, Eletronic Stability Control","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Touch Screen, Number Of Speaker",Specifications,17 kmpl,1197 CC,110bhp,200Nm,17,5,Others,1.2 Petrol Engine,1197,110bhp@5000rpm,200Nm@2000-3500rpm,3.0,4.0,DOHC,MPFI,Yes,,3995 mm,1821 mm,1627 mm,2600 mm,,,1435,6 Speed,FWD,5,Power,5.3 m,Disc,Disc,175 kmph,,"Tubeless,Radial",17,5,259 Litres,,,,,jaipur
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2019,6602,2.0 Limited Plus 4X4 BSIV,₹ 19 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",Car overview,2021,Third Party insurance,Petrol,5 Seats,"40,000 Kms",RJ19,First Owner,1199 cc,Automatic,2021.0,Features,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio","Power Steering, Power Windows Front, Power Windows Rear, Low Fuel Warning Light, Accessory Power Outlet, Rear Seat Headrest, Cup Holders Front, Cup Holders Rear, Multifunction Steering Wheel, Tailgate Ajar, Drive Modes","Air Conditioner, Heater, Adjustable Steering, Digital Odometer, Tachometer, Electronic Multi Tripmeter, Fabric Upholstery, Glove Compartment, Digital Clock, Driving Experience Control Eco","Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Rain Sensing Wiper, Wheel Covers, Integrated Antenna, Sun Roof, Moon Roof, Roof Rail, LEDDRLs, LEDTaillights, Projector Headlamps","Anti Lock Braking System, Brake Assist, Centeral Locking, Driver Air Bag, Passenger Air Bag, Day Night Rear View Mirror, Rear Seat Belts, Seat Belt Warning, Door Ajar Warning, Side Impact Beams, Traction Control, Keyless Entry, Centrally Mounted Fuel Tank, Engine Check Warning, Automatic Head Lamps, Ebd, Follow Me Home Headlamps, Speed Sensing Auto Door Lock, Isofix Child Seat Mounts, Hill Assist, Speed Alert, No Of Airbags, Eletronic Stability Control","Radio, Speakers Front, Speakers Rear, Integrated2Din Audio, Usb Auxiliary Input, Bluetooth, Number Of Speaker",Specifications,17.05 kmpl,1199 CC,118.35bhp,170Nm,,5,Others,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,NO,,3993,1811,1606,2498,,,1355,6 Speed,,5,Electric,5.1,Disc,Drum,,,"Tubeless,Radial",,5,350,,,,,jaipur
